#TimestampInMS,phone_lat,phone_long
1290023428995,56.1456450159,10.203205817
1290023440094,56.1453570138,10.2040841563
1290023441150,56.145391128199996,10.2040848269
1290023442145,56.1453985042,10.2040180231
1290023442995,56.145388529799995,10.2040084678
1290023443995,56.1453770466,10.2040274947
1290023453017,56.14528333689999,10.204548262100001
1290023460105,56.145267411300004,10.2049417085
1290023468109,56.145143610699996,10.205218898
1290023473070,56.1451191355,10.205299699500001
1290023478119,56.14538961939999,10.2059045374
1290023484114,56.1455123304,10.206054573400001
1290023489108,56.144873545799996,10.2063442518
1290023495108,56.144992736499994,10.2062704073
1290023502092,56.145143443,10.206609539
1290023508108,56.144557464399995,10.2067765902
1290023513082,56.1447454704,10.2070600661
1290023518103,56.1448167166,10.2073681009
1290023525074,56.144573054700004,10.2076292809
1290023532103,56.1449998611,10.2079090688
1290023537063,56.1448810057,10.2078560113
1290023544048,56.144983851599996,10.2081363021
1290023551118,56.1447814288,10.208441822300001
1290023556084,56.1446675187,10.208409384400001
1290023563122,56.1444002199,10.208599318200001
1290023568138,56.1443442288,10.2083787066
1290023573072,56.1443292252,10.2082523076
1290023580120,56.1440041752,10.2084313449
1290023586106,56.1438260598,10.2079226474
1290023592159,56.1435414105,10.2084149164
1290023597145,56.143467146800006,10.2081620345
1290023604098,56.143187275200006,10.207426355099999
1290023611100,56.143024833999995,10.2076795723
1290023616110,56.1429659092,10.207813934199999
1290023623120,56.1428684277,10.2079536605
1290023630100,56.142495349300006,10.2074120221
1290023635076,56.142339613599994,10.2072947593
1290023641102,56.1423481632,10.207477987599999
1290023648083,56.1421076027,10.207230973
1290023655070,56.1419189261,10.2070930908
1290023660077,56.1417583289,10.207036848200001
1290023667089,56.1414792116,10.2071175659
1290023675133,56.1414839055,10.2079166125
1290023682107,56.1411117491,10.2072200766
1290023689117,56.1408857731,10.2071681926
1290023695103,56.140601458999996,10.2069768338
1290023700025,56.1405515029,10.2061995803
1290023708078,56.1403000459,10.2068652707
1290023715097,56.1401394487,10.2069133829
1290023721072,56.1399636803,10.2065077827
1290023728085,56.1398212718,10.2068019036
1290023733105,56.139578783400005,10.206736021900001
1290023740066,56.1394512947,10.206467465800001
1290023745089,56.1392836567,10.206610041900001
1290023752081,56.1390354687,10.206541478
1290023757086,56.138869506999995,10.2066853114
1290023764086,56.138648727799996,10.2067987185
1290023771111,56.1384671758,10.2068845491
1290023778067,56.138052690900004,10.206569725
1290023785086,56.13813139689999,10.2068766701
1290023790107,56.13791665270001,10.2071453938
1290023797104,56.1377699694,10.2070344175
1290023804081,56.1375282354,10.2071349165
1290023809100,56.1375453345,10.207377321000001
1290023816087,56.1372554884,10.2071878063
1290023821075,56.1369254092,10.2069762471
1290023828082,56.1369159376,10.2074629002
1290023835098,56.1368060509,10.2076210667
1290023842093,56.1365154504,10.2075200648
1290023847102,56.1365120139,10.2077607091
1290023854108,56.1362607245,10.2083129925
1290023859101,56.1361434617,10.208532765900001
1290023865109,56.1358676134,10.2082420816
1290023870115,56.13589158560001,10.208648268500001
1290023875088,56.135529152299995,10.2084677224
1290023882106,56.1356229457,10.2089065987
1290023887066,56.1353051879,10.2081393195
1290023892089,56.1351548166,10.2087223645
1290023897103,56.1349583449,10.2089883222
1290023904095,56.1351283298,10.2092971952
1290023911081,56.1346732764,10.2089885737
1290023918098,56.1346571832,10.209602883099999
1290023925097,56.1345426864,10.2099654003
1290023931087,56.1342634854,10.209622748200001
1290023936083,56.1336390338,10.2097318805
1290023941169,56.1346456162,10.2102628739
1290023948091,56.1340469809,10.2099944017
1290023953090,56.1336275506,10.2099271788
1290023960067,56.1334784366,10.2101482095
1290023965103,56.1333678793,10.210548361399999
1290023970104,56.133580611999996,10.2106564879
1290023977099,56.1328603553,10.2106476031
1290023985083,56.1328645462,10.2108117207
1290023990084,56.1325731076,10.2107973039
1290023997097,56.1325820762,10.2111585637
1290024004098,56.1324626341,10.2112706298
1290024009103,56.1323619675,10.2113386908
1290024014087,56.132108415,10.211125874299999
1290024024128,56.1318076725,10.212234045299999
1290024031081,56.131909764,10.2120305328
1290024036124,56.131666018400004,10.2123424233
1290024042101,56.1315442294,10.2122842529
1290024048095,56.130917095600005,10.2120629708
1290024056115,56.130854901899994,10.2125962272
1290024064077,56.130700339700006,10.2124225543
1290024071059,56.130613587,10.2123396573
1290024079108,56.1304923009,10.2128693934
1290024084076,56.130630769899994,10.2134154741
1290024089084,56.1302539197,10.212578709099999
1290024094060,56.129945130500005,10.2121815746
1290024101094,56.129820743100005,10.2126501229
1290024110175,56.129825939899995,10.2134102774
1290024118112,56.129272483,10.2118353184
1290024127122,56.1292945274,10.2123539065
1290024136075,56.128964196700004,10.2114160557
1290024148017,56.1290107163,10.2118312112
1290024156077,56.1284325328,10.2111600725
1290024166082,56.1284736879,10.211276245599999
1290024179087,56.1278780701,10.2107308354
1290024188101,56.127848901099995,10.2106693961
1290024196112,56.1275570433,10.210492454199999
1290024205153,56.127474314,10.2110396246
1290024213117,56.1268350265,10.2103972358
1290024226102,56.1270406345,10.2100975828
1290024238093,56.126552556499995,10.2096847743
1290024251100,56.126329095,10.2094274499
1290024259099,56.126295735,10.2093571258
1290024269099,56.1257633167,10.2093055771
1290024275099,56.1258258457,10.209301889099999
1290024285094,56.12573012439999,10.2089428923
1290024295109,56.1253313974,10.208647597999999
1290024306076,56.1252955229,10.208584314600001
1290024319006,56.125353609499996,10.208203105800001
1290024327156,56.124801409899995,10.208734182999999
1290024337109,56.1243119908,10.208055500499999
1290024357062,56.124026754700004,10.207433312100001
1290024366009,56.123796168599995,10.2071817713
1290024374068,56.123695502,10.2075808336
1290024383062,56.123726347399995,10.207510258
1290024391146,56.123119833100006,10.207961539400001
1290024399130,56.1230723916,10.2071650913
1290024407047,56.1230286381,10.2069808571
1290024414007,56.1229445676,10.2066963755
1290024421190,56.1220805613,10.2086913515
1290024430159,56.122381723000004,10.2075659976
1290024437079,56.1221932979,10.2070314
1290024445091,56.1219467862,10.207214796
1290024453207,56.121380672700006,10.207827932
1290024461160,56.1212653378,10.2067409672
1290024469089,56.1211214205,10.2068785142
1290024477121,56.120698302200005,10.2073261076
1290024486099,56.120724202299996,10.2066896699
1290024494084,56.120579782200004,10.2052425349
1290024503124,56.1205450811,10.207223597
1290024509078,56.120843812,10.2072307216
1290024517036,56.1199193722,10.206464196799999
1290024524995,56.1211760705,10.2068906679
1290024532151,56.1188772506,10.207047493300001
1290024541124,56.119613684399994,10.2071852079
1290024548078,56.1189826949,10.206572574800001
1290024559068,56.119215879399995,10.2069091081
1290024565130,56.1186612491,10.207187471000001
1290024572086,56.1186883226,10.2068994689
1290024579159,56.1181924494,10.2072479883
1290024590112,56.118258331099995,10.2068982954
1290024600073,56.1177826583,10.2066952858
1290024607130,56.116874228,10.2072534365
1290024612162,56.118030511099995,10.2080270021
1290024621146,56.1171474779,10.2066001513
1290024626052,56.1172795767,10.2065755085
1290024634094,56.1168406166,10.2067490976
1290024640134,56.1167784229,10.2076669995
1290024649993,56.116828714300006,10.2065538832
1290024658149,56.11657180899999,10.2062745144
1290024664102,56.116392687799994,10.2052250167
1290024671131,56.1164035843,10.2055146952
1290024677140,56.1165537879,10.2051425388
1290024687154,56.1166072645,10.204871300599999
1290024696162,56.1166761637,10.2052374219
1290024704158,56.1166374393,10.2046653573
1290024717207,56.1172436183,10.2047235277
1290024730015,56.1170386809,10.2037104912
1290024741184,56.11679099569999,10.2034237464
1290024751168,56.1167719688,10.2022133162
1290024759132,56.1168179854,10.2018264077
1290024768203,56.1169545266,10.2023839717
1290024779966,56.1171028024,10.201411839
1290024794082,56.1172534251,10.2010981883
1290024803137,56.1170843622,10.199413594
1290024810129,56.117193746000005,10.1992552599
1290024817146,56.1172847734,10.1988341533
1290024825119,56.1171768146,10.198170558200001
1290024830161,56.1173431115,10.1986329038
1290024838146,56.1173509905,10.1980587437
1290024844136,56.1172269383,10.1977095537
1290024853154,56.1173791536,10.1977323525
1290024861161,56.1176715981,10.1977178518
1290024871146,56.1175369848,10.1971120081
1290024878151,56.1172772297,10.1966732994
1290024890139,56.1176301077,10.1961611654
1290024899087,56.1176722687,10.195331189600001
1290024909190,56.1177928004,10.1963220978
1290024918142,56.1180261525,10.1944507548
1290024925153,56.1182446686,10.1945787465
1290024934091,56.1182559842,10.1939889121
1290024944215,56.1183579919,10.1940293967
1290024952186,56.1187855526,10.1942109487
1290024960194,56.11889644520001,10.1938936938
1290024967116,56.118684047799995,10.1927411825
1290024975157,56.1188907455,10.193182824800001
1290024983154,56.11917229350001,10.1927802422
1290024991126,56.119122505,10.1920728936
1290024998122,56.1193032188,10.1919359334
1290025006325,56.119621898599995,10.1920040782
1290025014157,56.1195435279,10.1917085324
1290025020172,56.1200663908,10.1916048483
1290025028167,56.1200533988,10.1915187662
1290025036136,56.119945691400005,10.1903214118
1290025043197,56.120598557600005,10.1913139126
1290025051177,56.1206396289,10.1907369026
1290025059145,56.1202662153,10.189730404
1290025067135,56.1204120603,10.1893884225
1290025075166,56.12100767810001,10.1898857206
1290025083184,56.1211263658,10.189650524500001
1290025093972,56.121192498999996,10.18904225
1290025101137,56.1211527688,10.188848712
1290025109171,56.1215561059,10.1889191199
1290025116146,56.121732461,10.1882713667
1290025121142,56.1216666631,10.1884769747
1290025128200,56.1220026935,10.1883565268
1290025135153,56.121887442399995,10.1877494258
1290025142168,56.1223174338,10.188116553
1290025149217,56.122331431599996,10.1877192509
1290025156155,56.122132612899996,10.1869179413
1290025163164,56.1225226228,10.186810401499999
1290025170145,56.1225335192,10.186610074099999
1290025177133,56.122759243800004,10.1868178614
1290025184180,56.123027129300006,10.1868775406
1290025191146,56.1231298076,10.186455176599999
1290025198167,56.123541610299995,10.1867601101
1290025205142,56.123372044499995,10.1861619777
1290025212148,56.1235838551,10.1862801625
1290025220152,56.1238064784,10.186071201799999
1290025227149,56.1240275929,10.1859350797
1290025234157,56.1239720209,10.1855754124
1290025241142,56.124092385,10.1856202556
1290025248169,56.124367059799994,10.1856673618
1290025255159,56.1247050181,10.185683706499999
1290025262158,56.124912386300004,10.1855298987
1290025269189,56.1250428086,10.1853413059
1290025276171,56.1252543678,10.185228653200001
1290025283147,56.1253120353,10.1849205345
1290025290165,56.125605737,10.1850793715
1290025297173,56.1257639873,10.1849776153
1290025304188,56.126013516499995,10.1849565767
1290025312128,56.1261573499,10.1843921396
1290025319173,56.1258999417,10.1845684109
1290025327191,56.1263381474,10.1850069519
1290025334181,56.1263843317,10.1849103924
1290025341134,56.126554651899994,10.184942746599999
1290025348158,56.126873080299994,10.1847227217
1290025355161,56.126873583199995,10.1846402438
1290025362157,56.127013058,10.1844532436
1290025368144,56.1274040737,10.185184229099999
1290025376169,56.1277698598,10.1856911664
1290025384157,56.1277958437,10.1856847962
1290025392171,56.127742618599996,10.1858095189
1290025402127,56.1284209658,10.1855604088
1290025409149,56.1284646355,10.1860514205
1290025414144,56.128257686400005,10.1857780867
1290025421168,56.12858852,10.1865123412
1290025428147,56.1287438366,10.186460373400001
1290025436173,56.1287429984,10.1865384089
1290025446023,56.1291089521,10.1867518121
1290025456007,56.1290820462,10.1867290133
1290025463099,56.129363258999994,10.187162609
1290025474115,56.129920990600006,10.187482127
1290025482091,56.130264061800005,10.1869919535
1290025490104,56.130092149,10.1875945283
1290025496095,56.13040739229999,10.1878350888
1290025504098,56.1302239963,10.1875785188
1290025511108,56.1301861939,10.1884043036
1290025518103,56.1308423291,10.1880567901
1290025526083,56.1313125536,10.1884792378
1290025534091,56.131059085,10.1886019488
1290025539094,56.1311270622,10.1887058006
1290025547119,56.1314081073,10.1889131688
1290025555094,56.1318007155,10.1886867737
1290025566989,56.1316193312,10.1890805553
1290025574110,56.1314361867,10.1895949525
1290025583117,56.1319413638,10.189684806499999
1290025590106,56.131954020500004,10.1897890773
1290025598097,56.132415108800004,10.189910363400001
1290025605123,56.1324009434,10.189966606
1290025612141,56.132672265500005,10.1903173885
1290025622011,56.1330184379,10.190051347
1290025631985,56.1334135607,10.19019166
1290025640095,56.1340292951,10.1901075057
1290025647082,56.1340663431,10.190453762
1290025654124,56.1337316538,10.1903481501
1290025661115,56.1339171452,10.1900551188
1290025669118,56.1340851185,10.190136088
1290025677118,56.1342847754,10.189984627100001
1290025685127,56.1348275872,10.1905701866
1290025692079,56.134720885600004,10.18995177
1290025706023,56.135323209,10.1901902351
1290025715074,56.1355856463,10.1901870499
1290025725082,56.1355822935,10.1896680427
1290025735998,56.135798378900006,10.190040702000001
1290025747073,56.1362996165,10.1897945256
1290025758992,56.1364771451,10.1900975313
1290025766072,56.1369316118,10.1905991042
1290025774096,56.1370239803,10.189825371
1290025782084,56.136872519399994,10.1898459066
1290025790126,56.1374783631,10.1905938236
1290025800081,56.1376425645,10.1901794224
1290025808099,56.1375807899,10.1901381835
1290025815119,56.1377843025,10.1902187335
1290025822132,56.138130977799996,10.190638247599999
1290025830096,56.1381519326,10.189894689299999
1290025837097,56.138324599700006,10.1902028079
1290025846064,56.1385447922,10.190391316900001
1290025853109,56.1387464608,10.1904416921
1290025860046,56.139513739899996,10.1901235151
1290025867079,56.1389592772,10.190262151799999
1290025874083,56.1392320242,10.1902291271
1290025882109,56.139420533199996,10.1902800052
1290025889088,56.1395643666,10.189750352999999
1290025898983,56.139745415600004,10.190506903300001
1290025906119,56.139539891400005,10.190708990900001
1290025913096,56.1395320962,10.1904592102
1290025920067,56.139628069,10.1902859564
1290025927080,56.1396683021,10.190248824600001
1290025934105,56.1397093734,10.1904846074
1290025941112,56.1399313261,10.1908317857
1290025948105,56.1400742375,10.1906588671
1290025963998,56.1404982779,10.1905974278
1290025978055,56.140635741000004,10.190291153099999
1290025987070,56.1411716797,10.1903867906
1290025995100,56.141236890900004,10.1907613777
1290026002134,56.1415294192,10.1906711047
1290026009118,56.1416740908,10.1906552629
1290026016095,56.1416407308,10.190686192100001
1290026028120,56.1419098736,10.1907081527
1290026042093,56.142276917,10.1907642276
1290026050111,56.14257539649999,10.1907766328
1290026057100,56.1425926632,10.1909488808
1290026062121,56.1424225945,10.1910559177
1290026068129,56.1427670905,10.1914538903
1290026075066,56.143013686,10.1910943906
1290026082067,56.1423453972,10.1904144509
1290026090071,56.142980745200006,10.1910999227
1290026099135,56.142798522700005,10.1912455163
1290026106074,56.142889633900005,10.1910772077
1290026113076,56.14340486930001,10.1910876013
1290026121136,56.1432415899,10.190354185
1290026130127,56.1432726029,10.1896477585
1290026138118,56.143631935,10.1901013869
1290026146101,56.1439728269,10.1898031589
1290026153092,56.1438999043,10.1894107184
1290026163018,56.1443223521,10.1904250959
1290026169090,56.1444303948,10.1904787401
1290026179083,56.1444863859,10.1910943068
1290026195049,56.144812358,10.1916777709
1290026210996,56.1448774853,10.192362153
1290026227022,56.144764413500006,10.1930638018
1290026234111,56.1448629008,10.1936681368
1290026250090,56.144606330900004,10.194557037300001
1290026263016,56.1446584663,10.1947224122
1290026272088,56.1449373321,10.1955714149
1290026287989,56.144719486499994,10.1960332576
1290026297099,56.1449434509,10.196291922999999
1290026306087,56.1451468796,10.1974083921
1290026316100,56.144932722,10.1975221345
1290026324069,56.145880547299996,10.1996594351
1290026333076,56.145086948999996,10.1980827159
1290026343112,56.1453574329,10.1993131788
1290026353111,56.1451681696,10.1991220715
1290026361092,56.145094995600004,10.1995515601
1290026367119,56.145100024799994,10.1997668911
1290026374950,56.1454109094,10.2002827132
1290026384134,56.1454977459,10.2003449069
1290026393126,56.1453891165,10.201093326799999
1290026405110,56.145320803999994,10.201851469600001
1290026413114,56.145374951099996,10.20228012
1290026421090,56.145290126300004,10.202070153400001
1290026437035,56.145705617,10.2028107781
1290026448094,56.145290796800005,10.203157202
